filepath,weather,date,cameraid,time,parkingspaceid,Ground Truth,Prediction
data/PATCHES/RAINY/2016-02-12/camera6/R_2016-02-12_09.24_C06_269.jpg,RAINY,2016-02-12,camera6,09.24,269,0,0
data/PATCHES/SUNNY/2016-01-16/camera6/S_2016-01-16_13.09_C06_234.jpg,SUNNY,2016-01-16,camera6,13.09,234,0,0
data/PATCHES/SUNNY/2016-01-16/camera5/S_2016-01-16_15.12_C05_201.jpg,SUNNY,2016-01-16,camera5,15.12,201,0,0
data/PATCHES/OVERCAST/2015-12-03/camera8/O_2015-12-03_15.53_C08_318.jpg,OVERCAST,2015-12-03,camera8,15.53,318,1,1
data/PATCHES/OVERCAST/2015-12-03/camera5/O_2015-12-03_11.18_C05_237.jpg,OVERCAST,2015-12-03,camera5,11.18,237,1,1
data/PATCHES/OVERCAST/2015-12-03/camera7/O_2015-12-03_10.50_C07_242.jpg,OVERCAST,2015-12-03,camera7,10.50,242,1,1
data/PATCHES/RAINY/2016-02-12/camera2/R_2016-02-12_17.05_C02_188.jpg,RAINY,2016-02-12,camera2,17.05,188,0,0
data/PATCHES/SUNNY/2016-01-16/camera4/S_2016-01-16_15.37_C04_266.jpg,SUNNY,2016-01-16,camera4,15.37,266,0,0
data/PATCHES/RAINY/2016-02-12/camera5/R_2016-02-12_13.00_C05_312.jpg,RAINY,2016-02-12,camera5,13.00,312,1,1
data/PATCHES/SUNNY/2016-01-16/camera5/S_2016-01-16_16.12_C05_264.jpg,SUNNY,2016-01-16,camera5,16.12,264,0,0
data/PATCHES/OVERCAST/2015-12-03/camera8/O_2015-12-03_14.20_C08_320.jpg,OVERCAST,2015-12-03,camera8,14.20,320,1,1
data/PATCHES/OVERCAST/2015-12-03/camera1/O_2015-12-03_09.11_C01_185.jpg,OVERCAST,2015-12-03,camera1,09.11,185,0,0
data/PATCHES/SUNNY/2016-01-16/camera7/S_2016-01-16_09.13_C07_238.jpg,SUNNY,2016-01-16,camera7,09.13,238,0,0
data/PATCHES/OVERCAST/2015-12-03/camera7/O_2015-12-03_07.50_C07_317.jpg,OVERCAST,2015-12-03,camera7,07.50,317,0,0
data/PATCHES/RAINY/2015-12-22/camera4/R_2015-12-22_10.21_C04_298.jpg,RAINY,2015-12-22,camera4,10.21,298,1,1
data/PATCHES/RAINY/2015-12-22/camera3/R_2015-12-22_14.18_C03_604.jpg,RAINY,2015-12-22,camera3,14.18,604,1,1
data/PATCHES/SUNNY/2015-12-17/camera7/S_2015-12-17_08.54_C07_240.jpg,SUNNY,2015-12-17,camera7,08.54,240,0,0
data/PATCHES/RAINY/2015-12-22/camera1/R_2015-12-22_13.48_C01_228.jpg,RAINY,2015-12-22,camera1,13.48,228,1,1
data/PATCHES/RAINY/2015-12-22/camera5/R_2015-12-22_16.53_C05_274.jpg,RAINY,2015-12-22,camera5,16.53,274,0,0
data/PATCHES/RAINY/2016-02-12/camera1/R_2016-02-12_08.40_C01_607.jpg,RAINY,2016-02-12,camera1,08.40,607,1,1
data/PATCHES/SUNNY/2015-12-17/camera9/S_2015-12-17_10.24_C09_618.jpg,SUNNY,2015-12-17,camera9,10.24,618,1,1
data/PATCHES/SUNNY/2016-01-16/camera4/S_2016-01-16_11.07_C04_264.jpg,SUNNY,2016-01-16,camera4,11.07,264,0,0
data/PATCHES/SUNNY/2016-01-16/camera6/S_2016-01-16_13.09_C06_203.jpg,SUNNY,2016-01-16,camera6,13.09,203,0,0
data/PATCHES/RAINY/2016-02-12/camera1/R_2016-02-12_16.10_C01_606.jpg,RAINY,2016-02-12,camera1,16.10,606,1,1
data/PATCHES/OVERCAST/2015-12-03/camera2/O_2015-12-03_07.44_C02_187.jpg,OVERCAST,2015-12-03,camera2,07.44,187,0,0
data/PATCHES/SUNNY/2016-01-16/camera5/S_2016-01-16_08.12_C05_307.jpg,SUNNY,2016-01-16,camera5,08.12,307,0,0
data/PATCHES/RAINY/2016-02-12/camera6/R_2016-02-12_16.24_C06_237.jpg,RAINY,2016-02-12,camera6,16.24,237,0,0
data/PATCHES/OVERCAST/2015-12-03/camera8/O_2015-12-03_16.24_C08_253.jpg,OVERCAST,2015-12-03,camera8,16.24,253,1,1
data/PATCHES/RAINY/2016-02-12/camera5/R_2016-02-12_14.30_C05_302.jpg,RAINY,2016-02-12,camera5,14.30,302,1,1
data/PATCHES/RAINY/2016-02-12/camera1/R_2016-02-12_10.40_C01_229.jpg,RAINY,2016-02-12,camera1,10.40,229,1,1
data/PATCHES/RAINY/2015-12-22/camera2/R_2015-12-22_12.47_C02_221.jpg,RAINY,2015-12-22,camera2,12.47,221,1,1
data/PATCHES/SUNNY/2015-12-17/camera7/S_2015-12-17_07.54_C07_239.jpg,SUNNY,2015-12-17,camera7,07.54,239,0,0
data/PATCHES/RAINY/2016-02-12/camera6/R_2016-02-12_14.54_C06_234.jpg,RAINY,2016-02-12,camera6,14.54,234,1,1
data/PATCHES/RAINY/2016-02-12/camera7/R_2016-02-12_10.25_C07_313.jpg,RAINY,2016-02-12,camera7,10.25,313,1,1
data/PATCHES/RAINY/2016-02-12/camera2/R_2016-02-12_07.35_C02_221.jpg,RAINY,2016-02-12,camera2,07.35,221,0,0
data/PATCHES/RAINY/2016-02-12/camera9/R_2016-02-12_10.12_C09_291.jpg,RAINY,2016-02-12,camera9,10.12,291,1,1
data/PATCHES/SUNNY/2015-12-17/camera7/S_2015-12-17_10.54_C07_284.jpg,SUNNY,2015-12-17,camera7,10.54,284,1,1
data/PATCHES/OVERCAST/2015-12-03/camera5/O_2015-12-03_14.18_C05_269.jpg,OVERCAST,2015-12-03,camera5,14.18,269,0,0
data/PATCHES/SUNNY/2015-12-17/camera1/S_2015-12-17_12.18_C01_605.jpg,SUNNY,2015-12-17,camera1,12.18,605,1,1
data/PATCHES/SUNNY/2015-12-17/camera2/S_2015-12-17_08.47_C02_185.jpg,SUNNY,2015-12-17,camera2,08.47,185,0,0
data/PATCHES/RAINY/2015-12-22/camera4/R_2015-12-22_10.51_C04_195.jpg,RAINY,2015-12-22,camera4,10.51,195,1,1
data/PATCHES/RAINY/2016-02-12/camera4/R_2016-02-12_16.11_C04_224.jpg,RAINY,2016-02-12,camera4,16.11,224,1,1
data/PATCHES/SUNNY/2015-12-17/camera3/S_2015-12-17_10.18_C03_299.jpg,SUNNY,2015-12-17,camera3,10.18,299,1,1
data/PATCHES/RAINY/2016-02-12/camera4/R_2016-02-12_13.41_C04_221.jpg,RAINY,2016-02-12,camera4,13.41,221,1,1
data/PATCHES/RAINY/2015-12-22/camera3/R_2015-12-22_14.18_C03_224.jpg,RAINY,2015-12-22,camera3,14.18,224,1,1
data/PATCHES/SUNNY/2015-12-17/camera7/S_2015-12-17_11.24_C07_275.jpg,SUNNY,2015-12-17,camera7,11.24,275,1,1
data/PATCHES/RAINY/2016-02-12/camera6/R_2016-02-12_07.54_C06_313.jpg,RAINY,2016-02-12,camera6,07.54,313,0,0
data/PATCHES/SUNNY/2015-12-17/camera8/S_2015-12-17_16.16_C08_292.jpg,SUNNY,2015-12-17,camera8,16.16,292,1,1
data/PATCHES/RAINY/2015-12-22/camera5/R_2015-12-22_08.23_C05_237.jpg,RAINY,2015-12-22,camera5,08.23,237,1,1
data/PATCHES/SUNNY/2016-01-16/camera6/S_2016-01-16_13.39_C06_610.jpg,SUNNY,2016-01-16,camera6,13.39,610,0,0
data/PATCHES/SUNNY/2015-12-17/camera1/S_2015-12-17_15.48_C01_224.jpg,SUNNY,2015-12-17,camera1,15.48,224,1,1
data/PATCHES/SUNNY/2015-12-17/camera8/S_2015-12-17_14.46_C08_292.jpg,SUNNY,2015-12-17,camera8,14.46,292,1,1
data/PATCHES/RAINY/2015-12-22/camera6/R_2015-12-22_12.22_C06_268.jpg,RAINY,2015-12-22,camera6,12.22,268,1,1
data/PATCHES/SUNNY/2015-12-17/camera6/S_2015-12-17_12.21_C06_316.jpg,SUNNY,2015-12-17,camera6,12.21,316,1,1
data/PATCHES/RAINY/2015-12-22/camera5/R_2015-12-22_14.23_C05_228.jpg,RAINY,2015-12-22,camera5,14.23,228,1,1
data/PATCHES/OVERCAST/2015-12-03/camera1/O_2015-12-03_13.11_C01_264.jpg,OVERCAST,2015-12-03,camera1,13.11,264,1,1
data/PATCHES/SUNNY/2016-01-16/camera6/S_2016-01-16_12.39_C06_233.jpg,SUNNY,2016-01-16,camera6,12.39,233,0,0
data/PATCHES/SUNNY/2016-01-16/camera6/S_2016-01-16_12.09_C06_311.jpg,SUNNY,2016-01-16,camera6,12.09,311,0,0
data/PATCHES/RAINY/2016-02-12/camera8/R_2016-02-12_09.02_C08_323.jpg,RAINY,2016-02-12,camera8,09.02,323,0,0
data/PATCHES/OVERCAST/2015-12-03/camera6/O_2015-12-03_14.49_C06_275.jpg,OVERCAST,2015-12-03,camera6,14.49,275,1,1
data/PATCHES/RAINY/2015-12-22/camera9/R_2015-12-22_11.24_C09_291.jpg,RAINY,2015-12-22,camera9,11.24,291,0,0
data/PATCHES/RAINY/2015-12-22/camera2/R_2015-12-22_12.47_C02_186.jpg,RAINY,2015-12-22,camera2,12.47,186,1,1
data/PATCHES/OVERCAST/2015-12-03/camera5/O_2015-12-03_11.48_C05_301.jpg,OVERCAST,2015-12-03,camera5,11.48,301,1,1
data/PATCHES/RAINY/2015-12-22/camera6/R_2015-12-22_09.52_C06_203.jpg,RAINY,2015-12-22,camera6,09.52,203,1,1
data/PATCHES/SUNNY/2015-12-17/camera8/S_2015-12-17_12.13_C08_217.jpg,SUNNY,2015-12-17,camera8,12.13,217,1,1
data/PATCHES/SUNNY/2015-12-17/camera5/S_2015-12-17_07.26_C05_609.jpg,SUNNY,2015-12-17,camera5,07.26,609,1,1
data/PATCHES/SUNNY/2015-12-17/camera7/S_2015-12-17_08.54_C07_309.jpg,SUNNY,2015-12-17,camera7,08.54,309,0,0
data/PATCHES/SUNNY/2015-12-17/camera1/S_2015-12-17_07.48_C01_191.jpg,SUNNY,2015-12-17,camera1,07.48,191,0,0
data/PATCHES/OVERCAST/2015-12-03/camera8/O_2015-12-03_12.16_C08_329.jpg,OVERCAST,2015-12-03,camera8,12.16,329,1,1
data/PATCHES/SUNNY/2016-01-16/camera8/S_2016-01-16_09.49_C08_287.jpg,SUNNY,2016-01-16,camera8,09.49,287,0,0
data/PATCHES/OVERCAST/2015-12-03/camera4/O_2015-12-03_12.17_C04_606.jpg,OVERCAST,2015-12-03,camera4,12.17,606,1,1
data/PATCHES/RAINY/2015-12-22/camera8/R_2015-12-22_12.24_C08_216.jpg,RAINY,2015-12-22,camera8,12.24,216,1,1
data/PATCHES/RAINY/2016-02-12/camera1/R_2016-02-12_10.10_C01_605.jpg,RAINY,2016-02-12,camera1,10.10,605,1,1
data/PATCHES/SUNNY/2015-12-17/camera5/S_2015-12-17_11.26_C05_272.jpg,SUNNY,2015-12-17,camera5,11.26,272,1,1
data/PATCHES/SUNNY/2015-12-17/camera9/S_2015-12-17_16.54_C09_331.jpg,SUNNY,2015-12-17,camera9,16.54,331,1,1
data/PATCHES/SUNNY/2015-12-17/camera5/S_2015-12-17_10.26_C05_200.jpg,SUNNY,2015-12-17,camera5,10.26,200,1,1
data/PATCHES/RAINY/2016-02-12/camera6/R_2016-02-12_09.54_C06_274.jpg,RAINY,2016-02-12,camera6,09.54,274,1,1
data/PATCHES/OVERCAST/2015-12-03/camera1/O_2015-12-03_10.11_C01_191.jpg,OVERCAST,2015-12-03,camera1,10.11,191,1,1
data/PATCHES/OVERCAST/2015-12-03/camera1/O_2015-12-03_12.41_C01_229.jpg,OVERCAST,2015-12-03,camera1,12.41,229,1,1
data/PATCHES/SUNNY/2016-01-16/camera3/S_2016-01-16_15.05_C03_300.jpg,SUNNY,2016-01-16,camera3,15.05,300,0,0
data/PATCHES/RAINY/2015-12-22/camera9/R_2015-12-22_14.24_C09_618.jpg,RAINY,2015-12-22,camera9,14.24,618,1,1
data/PATCHES/RAINY/2015-12-22/camera5/R_2015-12-22_15.53_C05_231.jpg,RAINY,2015-12-22,camera5,15.53,231,1,1
data/PATCHES/OVERCAST/2015-12-03/camera1/O_2015-12-03_11.41_C01_604.jpg,OVERCAST,2015-12-03,camera1,11.41,604,1,1
data/PATCHES/SUNNY/2016-01-16/camera6/S_2016-01-16_14.09_C06_316.jpg,SUNNY,2016-01-16,camera6,14.09,316,0,0
data/PATCHES/SUNNY/2015-12-17/camera7/S_2015-12-17_13.54_C07_278.jpg,SUNNY,2015-12-17,camera7,13.54,278,1,1
data/PATCHES/RAINY/2016-02-12/camera3/R_2016-02-12_07.36_C03_300.jpg,RAINY,2016-02-12,camera3,07.36,300,0,0
data/PATCHES/RAINY/2015-12-22/camera8/R_2015-12-22_11.53_C08_252.jpg,RAINY,2015-12-22,camera8,11.53,252,1,1
data/PATCHES/RAINY/2016-02-12/camera5/R_2016-02-12_13.30_C05_231.jpg,RAINY,2016-02-12,camera5,13.30,231,1,1
data/PATCHES/OVERCAST/2015-12-03/camera6/O_2015-12-03_13.19_C06_202.jpg,OVERCAST,2015-12-03,camera6,13.19,202,1,1
data/PATCHES/RAINY/2016-02-12/camera7/R_2016-02-12_15.25_C07_283.jpg,RAINY,2016-02-12,camera7,15.25,283,1,1
data/PATCHES/OVERCAST/2015-12-03/camera5/O_2015-12-03_07.48_C05_276.jpg,OVERCAST,2015-12-03,camera5,07.48,276,0,0
data/PATCHES/RAINY/2016-02-12/camera5/R_2016-02-12_08.30_C05_274.jpg,RAINY,2016-02-12,camera5,08.30,274,0,0
data/PATCHES/RAINY/2015-12-22/camera8/R_2015-12-22_13.55_C08_213.jpg,RAINY,2015-12-22,camera8,13.55,213,0,0
data/PATCHES/SUNNY/2015-12-17/camera4/S_2015-12-17_09.21_C04_222.jpg,SUNNY,2015-12-17,camera4,09.21,222,1,1
data/PATCHES/SUNNY/2015-12-17/camera7/S_2015-12-17_13.54_C07_309.jpg,SUNNY,2015-12-17,camera7,13.54,309,1,1
data/PATCHES/RAINY/2016-02-12/camera8/R_2016-02-12_07.30_C08_324.jpg,RAINY,2016-02-12,camera8,07.30,324,0,0
data/PATCHES/SUNNY/2016-01-16/camera4/S_2016-01-16_16.37_C04_264.jpg,SUNNY,2016-01-16,camera4,16.37,264,0,0
data/PATCHES/RAINY/2016-02-12/camera5/R_2016-02-12_12.30_C05_311.jpg,RAINY,2016-02-12,camera5,12.30,311,1,1
data/PATCHES/RAINY/2015-12-22/camera6/R_2015-12-22_10.22_C06_313.jpg,RAINY,2015-12-22,camera6,10.22,313,0,0
data/PATCHES/OVERCAST/2015-12-03/camera5/O_2015-12-03_12.48_C05_307.jpg,OVERCAST,2015-12-03,camera5,12.48,307,1,1
data/PATCHES/RAINY/2015-12-22/camera7/R_2015-12-22_11.54_C07_316.jpg,RAINY,2015-12-22,camera7,11.54,316,1,1
data/PATCHES/RAINY/2016-02-12/camera9/R_2016-02-12_14.42_C09_291.jpg,RAINY,2016-02-12,camera9,14.42,291,1,1
data/PATCHES/SUNNY/2016-01-16/camera6/S_2016-01-16_13.09_C06_236.jpg,SUNNY,2016-01-16,camera6,13.09,236,0,0
data/PATCHES/SUNNY/2016-01-16/camera4/S_2016-01-16_13.07_C04_267.jpg,SUNNY,2016-01-16,camera4,13.07,267,0,0
data/PATCHES/RAINY/2015-12-22/camera1/R_2015-12-22_10.18_C01_190.jpg,RAINY,2015-12-22,camera1,10.18,190,1,1
data/PATCHES/SUNNY/2016-01-16/camera5/S_2016-01-16_09.12_C05_265.jpg,SUNNY,2016-01-16,camera5,09.12,265,0,0
data/PATCHES/SUNNY/2015-12-17/camera1/S_2015-12-17_15.48_C01_184.jpg,SUNNY,2015-12-17,camera1,15.48,184,1,1
data/PATCHES/RAINY/2015-12-22/camera7/R_2015-12-22_15.54_C07_317.jpg,RAINY,2015-12-22,camera7,15.54,317,1,1
data/PATCHES/RAINY/2015-12-22/camera9/R_2015-12-22_11.54_C09_291.jpg,RAINY,2015-12-22,camera9,11.54,291,1,1
data/PATCHES/RAINY/2016-02-12/camera5/R_2016-02-12_09.00_C05_268.jpg,RAINY,2016-02-12,camera5,09.00,268,0,0
data/PATCHES/SUNNY/2016-01-16/camera5/S_2016-01-16_13.42_C05_267.jpg,SUNNY,2016-01-16,camera5,13.42,267,0,0
data/PATCHES/SUNNY/2016-01-16/camera8/S_2016-01-16_15.53_C08_286.jpg,SUNNY,2016-01-16,camera8,15.53,286,0,0
data/PATCHES/RAINY/2016-02-12/camera4/R_2016-02-12_13.41_C04_195.jpg,RAINY,2016-02-12,camera4,13.41,195,1,1
data/PATCHES/RAINY/2016-02-12/camera9/R_2016-02-12_09.12_C09_296.jpg,RAINY,2016-02-12,camera9,09.12,296,1,1
data/PATCHES/OVERCAST/2015-12-03/camera5/O_2015-12-03_09.18_C05_311.jpg,OVERCAST,2015-12-03,camera5,09.18,311,0,0
data/PATCHES/SUNNY/2015-12-17/camera9/S_2015-12-17_07.54_C09_253.jpg,SUNNY,2015-12-17,camera9,07.54,253,1,1
data/PATCHES/SUNNY/2015-12-17/camera5/S_2015-12-17_11.56_C05_236.jpg,SUNNY,2015-12-17,camera5,11.56,236,1,1
data/PATCHES/OVERCAST/2015-12-03/camera6/O_2015-12-03_09.19_C06_277.jpg,OVERCAST,2015-12-03,camera6,09.19,277,0,0
data/PATCHES/RAINY/2015-12-22/camera5/R_2015-12-22_10.53_C05_303.jpg,RAINY,2015-12-22,camera5,10.53,303,1,1
data/PATCHES/SUNNY/2016-01-16/camera9/S_2016-01-16_13.10_C09_257.jpg,SUNNY,2016-01-16,camera9,13.10,257,0,0
data/PATCHES/RAINY/2016-02-12/camera5/R_2016-02-12_16.01_C05_230.jpg,RAINY,2016-02-12,camera5,16.01,230,1,1
data/PATCHES/SUNNY/2015-12-17/camera4/S_2015-12-17_13.21_C04_297.jpg,SUNNY,2015-12-17,camera4,13.21,297,1,1
data/PATCHES/RAINY/2015-12-22/camera1/R_2015-12-22_12.48_C01_196.jpg,RAINY,2015-12-22,camera1,12.48,196,1,1
data/PATCHES/RAINY/2015-12-22/camera1/R_2015-12-22_15.48_C01_267.jpg,RAINY,2015-12-22,camera1,15.48,267,1,1
data/PATCHES/OVERCAST/2015-12-03/camera4/O_2015-12-03_12.17_C04_266.jpg,OVERCAST,2015-12-03,camera4,12.17,266,1,1
data/PATCHES/RAINY/2016-02-12/camera8/R_2016-02-12_14.39_C08_253.jpg,RAINY,2016-02-12,camera8,14.39,253,1,1
data/PATCHES/RAINY/2015-12-22/camera7/R_2015-12-22_10.54_C07_316.jpg,RAINY,2015-12-22,camera7,10.54,316,1,1
data/PATCHES/SUNNY/2015-12-17/camera4/S_2015-12-17_08.21_C04_221.jpg,SUNNY,2015-12-17,camera4,08.21,221,1,1
data/PATCHES/OVERCAST/2015-12-03/camera7/O_2015-12-03_07.50_C07_282.jpg,OVERCAST,2015-12-03,camera7,07.50,282,0,0
data/PATCHES/RAINY/2015-12-22/camera8/R_2015-12-22_14.26_C08_326.jpg,RAINY,2015-12-22,camera8,14.26,326,0,0
data/PATCHES/RAINY/2016-02-12/camera3/R_2016-02-12_12.06_C03_187.jpg,RAINY,2016-02-12,camera3,12.06,187,1,1
data/PATCHES/SUNNY/2015-12-17/camera6/S_2015-12-17_12.21_C06_278.jpg,SUNNY,2015-12-17,camera6,12.21,278,1,1
data/PATCHES/RAINY/2016-02-12/camera5/R_2016-02-12_14.01_C05_307.jpg,RAINY,2016-02-12,camera5,14.01,307,0,0
data/PATCHES/SUNNY/2016-01-16/camera8/S_2016-01-16_17.23_C08_328.jpg,SUNNY,2016-01-16,camera8,17.23,328,0,0
data/PATCHES/SUNNY/2015-12-17/camera4/S_2015-12-17_14.51_C04_303.jpg,SUNNY,2015-12-17,camera4,14.51,303,0,0
data/PATCHES/SUNNY/2015-12-17/camera3/S_2015-12-17_08.18_C03_190.jpg,SUNNY,2015-12-17,camera3,08.18,190,0,0
data/PATCHES/RAINY/2016-02-12/camera5/R_2016-02-12_17.31_C05_269.jpg,RAINY,2016-02-12,camera5,17.31,269,1,1
data/PATCHES/OVERCAST/2015-12-03/camera3/O_2015-12-03_12.16_C03_224.jpg,OVERCAST,2015-12-03,camera3,12.16,224,1,1
data/PATCHES/RAINY/2015-12-22/camera7/R_2015-12-22_09.54_C07_209.jpg,RAINY,2015-12-22,camera7,09.54,209,0,0
data/PATCHES/SUNNY/2015-12-17/camera8/S_2015-12-17_07.40_C08_286.jpg,SUNNY,2015-12-17,camera8,07.40,286,0,0
data/PATCHES/RAINY/2016-02-12/camera5/R_2016-02-12_07.30_C05_301.jpg,RAINY,2016-02-12,camera5,07.30,301,0,0
data/PATCHES/RAINY/2016-02-12/camera6/R_2016-02-12_14.54_C06_235.jpg,RAINY,2016-02-12,camera6,14.54,235,1,1
data/PATCHES/SUNNY/2016-01-16/camera8/S_2016-01-16_14.22_C08_614.jpg,SUNNY,2016-01-16,camera8,14.22,614,0,0
data/PATCHES/RAINY/2015-12-22/camera8/R_2015-12-22_14.56_C08_283.jpg,RAINY,2015-12-22,camera8,14.56,283,1,1
data/PATCHES/RAINY/2016-02-12/camera6/R_2016-02-12_16.24_C06_201.jpg,RAINY,2016-02-12,camera6,16.24,201,1,1
data/PATCHES/SUNNY/2015-12-17/camera1/S_2015-12-17_08.18_C01_230.jpg,SUNNY,2015-12-17,camera1,08.18,230,0,0
data/PATCHES/SUNNY/2015-12-17/camera7/S_2015-12-17_10.54_C07_283.jpg,SUNNY,2015-12-17,camera7,10.54,283,1,1
data/PATCHES/RAINY/2015-12-22/camera5/R_2015-12-22_14.23_C05_301.jpg,RAINY,2015-12-22,camera5,14.23,301,1,1
data/PATCHES/OVERCAST/2015-12-03/camera8/O_2015-12-03_09.11_C08_287.jpg,OVERCAST,2015-12-03,camera8,09.11,287,0,0
data/PATCHES/OVERCAST/2015-12-03/camera8/O_2015-12-03_16.54_C08_319.jpg,OVERCAST,2015-12-03,camera8,16.54,319,1,1
data/PATCHES/RAINY/2016-02-12/camera5/R_2016-02-12_15.01_C05_298.jpg,RAINY,2016-02-12,camera5,15.01,298,1,1
data/PATCHES/SUNNY/2016-01-16/camera6/S_2016-01-16_12.39_C06_306.jpg,SUNNY,2016-01-16,camera6,12.39,306,0,0
data/PATCHES/SUNNY/2015-12-17/camera6/S_2015-12-17_13.21_C06_203.jpg,SUNNY,2015-12-17,camera6,13.21,203,1,1
data/PATCHES/RAINY/2015-12-22/camera5/R_2015-12-22_09.53_C05_231.jpg,RAINY,2015-12-22,camera5,09.53,231,1,1
data/PATCHES/RAINY/2016-02-12/camera7/R_2016-02-12_11.55_C07_245.jpg,RAINY,2016-02-12,camera7,11.55,245,1,1
data/PATCHES/RAINY/2015-12-22/camera8/R_2015-12-22_12.54_C08_246.jpg,RAINY,2015-12-22,camera8,12.54,246,1,1
data/PATCHES/SUNNY/2016-01-16/camera7/S_2016-01-16_12.13_C07_241.jpg,SUNNY,2016-01-16,camera7,12.13,241,0,0
data/PATCHES/RAINY/2016-02-12/camera3/R_2016-02-12_08.36_C03_221.jpg,RAINY,2016-02-12,camera3,08.36,221,0,1
data/PATCHES/SUNNY/2015-12-17/camera8/S_2015-12-17_08.40_C08_323.jpg,SUNNY,2015-12-17,camera8,08.40,323,0,0
data/PATCHES/SUNNY/2015-12-17/camera6/S_2015-12-17_09.21_C06_239.jpg,SUNNY,2015-12-17,camera6,09.21,239,1,1
data/PATCHES/RAINY/2015-12-22/camera1/R_2015-12-22_13.18_C01_221.jpg,RAINY,2015-12-22,camera1,13.18,221,1,1
data/PATCHES/OVERCAST/2015-12-03/camera6/O_2015-12-03_16.19_C06_610.jpg,OVERCAST,2015-12-03,camera6,16.19,610,1,1
data/PATCHES/SUNNY/2015-12-17/camera8/S_2015-12-17_11.12_C08_291.jpg,SUNNY,2015-12-17,camera8,11.12,291,1,1
data/PATCHES/SUNNY/2016-01-16/camera4/S_2016-01-16_13.37_C04_223.jpg,SUNNY,2016-01-16,camera4,13.37,223,0,0
data/PATCHES/OVERCAST/2015-12-03/camera7/O_2015-12-03_12.20_C07_321.jpg,OVERCAST,2015-12-03,camera7,12.20,321,1,1
data/PATCHES/RAINY/2016-02-12/camera7/R_2016-02-12_10.25_C07_311.jpg,RAINY,2016-02-12,camera7,10.25,311,1,1
data/PATCHES/SUNNY/2016-01-16/camera1/S_2016-01-16_13.35_C01_605.jpg,SUNNY,2016-01-16,camera1,13.35,605,0,0
data/PATCHES/OVERCAST/2015-12-03/camera8/O_2015-12-03_09.42_C08_282.jpg,OVERCAST,2015-12-03,camera8,09.42,282,0,0
data/PATCHES/RAINY/2016-02-12/camera8/R_2016-02-12_09.02_C08_615.jpg,RAINY,2016-02-12,camera8,09.02,615,1,1
data/PATCHES/SUNNY/2016-01-16/camera5/S_2016-01-16_11.42_C05_231.jpg,SUNNY,2016-01-16,camera5,11.42,231,0,0
data/PATCHES/OVERCAST/2015-12-03/camera7/O_2015-12-03_08.50_C07_283.jpg,OVERCAST,2015-12-03,camera7,08.50,283,0,0
data/PATCHES/SUNNY/2015-12-17/camera9/S_2015-12-17_07.24_C09_329.jpg,SUNNY,2015-12-17,camera9,07.24,329,0,0
data/PATCHES/OVERCAST/2015-12-03/camera6/O_2015-12-03_15.19_C06_272.jpg,OVERCAST,2015-12-03,camera6,15.19,272,1,1
data/PATCHES/RAINY/2015-12-22/camera8/R_2015-12-22_13.25_C08_330.jpg,RAINY,2015-12-22,camera8,13.25,330,0,0
data/PATCHES/RAINY/2016-02-12/camera7/R_2016-02-12_15.25_C07_280.jpg,RAINY,2016-02-12,camera7,15.25,280,0,0
data/PATCHES/SUNNY/2015-12-17/camera9/S_2015-12-17_13.24_C09_255.jpg,SUNNY,2015-12-17,camera9,13.24,255,1,1
data/PATCHES/RAINY/2016-02-12/camera5/R_2016-02-12_07.30_C05_609.jpg,RAINY,2016-02-12,camera5,07.30,609,1,1
data/PATCHES/OVERCAST/2015-12-03/camera3/O_2015-12-03_15.16_C03_188.jpg,OVERCAST,2015-12-03,camera3,15.16,188,1,1
data/PATCHES/OVERCAST/2015-12-03/camera1/O_2015-12-03_07.41_C01_265.jpg,OVERCAST,2015-12-03,camera1,07.41,265,0,0
data/PATCHES/SUNNY/2016-01-16/camera8/S_2016-01-16_13.52_C08_247.jpg,SUNNY,2016-01-16,camera8,13.52,247,0,0
data/PATCHES/RAINY/2015-12-22/camera7/R_2015-12-22_08.54_C07_276.jpg,RAINY,2015-12-22,camera7,08.54,276,0,0
data/PATCHES/RAINY/2016-02-12/camera9/R_2016-02-12_09.42_C09_257.jpg,RAINY,2016-02-12,camera9,09.42,257,1,1
data/PATCHES/RAINY/2016-02-12/camera8/R_2016-02-12_09.02_C08_216.jpg,RAINY,2016-02-12,camera8,09.02,216,0,1
data/PATCHES/RAINY/2016-02-12/camera4/R_2016-02-12_17.41_C04_302.jpg,RAINY,2016-02-12,camera4,17.41,302,0,0
data/PATCHES/RAINY/2016-02-12/camera5/R_2016-02-12_11.00_C05_197.jpg,RAINY,2016-02-12,camera5,11.00,197,1,1
data/PATCHES/RAINY/2016-02-12/camera4/R_2016-02-12_11.11_C04_223.jpg,RAINY,2016-02-12,camera4,11.11,223,1,1
data/PATCHES/RAINY/2016-02-12/camera8/R_2016-02-12_12.06_C08_313.jpg,RAINY,2016-02-12,camera8,12.06,313,1,1
data/PATCHES/RAINY/2016-02-12/camera2/R_2016-02-12_08.05_C02_185.jpg,RAINY,2016-02-12,camera2,08.05,185,1,1
data/PATCHES/OVERCAST/2015-12-03/camera6/O_2015-12-03_14.49_C06_270.jpg,OVERCAST,2015-12-03,camera6,14.49,270,1,1
data/PATCHES/SUNNY/2016-01-16/camera9/S_2016-01-16_07.40_C09_327.jpg,SUNNY,2016-01-16,camera9,07.40,327,0,0
