PLID,PSID,Longitude,Latitude
6,3717,-1.88554,52.4395
6,3718,-1.88555,52.43949
6,3719,-1.88556,52.43948
6,3720,-1.88557,52.43947
6,3721,-1.88558,52.43946
6,3722,-1.88559,52.43945
6,3723,-1.8856,52.43944
6,3724,-1.88561,52.43943
6,3725,-1.88562,52.43942
6,3726,-1.88563,52.43941
6,3727,-1.88564,52.4394
6,3728,-1.88565,52.43939
6,3729,-1.88566,52.43938
6,3730,-1.88567,52.43937
6,3731,-1.88568,52.43936
6,3732,-1.88569,52.43935
6,3733,-1.8857,52.43934
6,3734,-1.88571,52.43933
6,3735,-1.88572,52.43932
6,3736,-1.88573,52.43931
6,3737,-1.88574,52.4393
6,3738,-1.88575,52.43929
6,3739,-1.88576,52.43928
6,3740,-1.88577,52.43927
6,3741,-1.88578,52.43926
6,3742,-1.88579,52.43925
6,3743,-1.8858,52.43924
6,3744,-1.88581,52.43923
6,3745,-1.88582,52.43922
6,3746,-1.88583,52.43921
6,3747,-1.88584,52.4392
6,3748,-1.88585,52.43919
6,3749,-1.88586,52.43918
6,3750,-1.88587,52.43917
6,3751,-1.88588,52.43916
6,3752,-1.8799,52.44514
6,3753,-1.87989,52.44515
6,3754,-1.87988,52.44516
6,3755,-1.87987,52.44517
6,3756,-1.87986,52.44518
6,3757,-1.87985,52.44519
6,3758,-1.87984,52.4452
6,3759,-1.87983,52.44521
6,3760,-1.87982,52.44522
6,3761,-1.87981,52.44523
6,3762,-1.8798,52.44524
6,3763,-1.87979,52.44525
6,3764,-1.87978,52.44526
6,3765,-1.87977,52.44527
6,3766,-1.87976,52.44528
6,3767,-1.87975,52.44529
6,3768,-1.87974,52.4453
6,3769,-1.87973,52.44531
6,3770,-1.87972,52.44532
6,3771,-1.87971,52.44533
6,3772,-1.8797,52.44534
6,3773,-1.87969,52.44535
6,3774,-1.87968,52.44536
6,3775,-1.87967,52.44537
6,3776,-1.87966,52.44538
6,3777,-1.87965,52.44539
6,3778,-1.87964,52.4454
6,3779,-1.87963,52.44541
6,3780,-1.87962,52.44542
6,3781,-1.87961,52.44543
6,3782,-1.8796,52.44544
6,3783,-1.87959,52.44545
6,3784,-1.87958,52.44546
6,3785,-1.87957,52.44547
6,3786,-1.87956,52.44548
6,3787,-1.87955,52.44549
6,3788,-1.87954,52.4455
6,3789,-1.87953,52.44551
6,3790,-1.87952,52.44552
6,3791,-1.87951,52.44553
6,3792,-1.8795,52.44554
6,3793,-1.87949,52.44555
6,3794,-1.87948,52.44556
6,3795,-1.87947,52.44557
6,3796,-1.87946,52.44558
6,3797,-1.87945,52.44559
6,3798,-1.87944,52.4456
6,3799,-1.87943,52.44561
6,3800,-1.87942,52.44562
6,3801,-1.87941,52.44563
6,3802,-1.8794,52.44564
6,3803,-1.87939,52.44565
6,3804,-1.87938,52.44566
6,3805,-1.87937,52.44567
6,3806,-1.87936,52.44568
6,3807,-1.87935,52.44569
6,3808,-1.87934,52.4457
6,3809,-1.87933,52.44571
6,3810,-1.87932,52.44572
6,3811,-1.87931,52.44573
6,3812,-1.8793,52.44574
6,3813,-1.87929,52.44575
6,3814,-1.87928,52.44576
6,3815,-1.87927,52.44577
6,3816,-1.87926,52.44578
6,3817,-1.87925,52.44579
6,3818,-1.87924,52.4458
6,3819,-1.87923,52.44581
6,3820,-1.87922,52.44582
6,3821,-1.87921,52.44583
6,3822,-1.8792,52.44584
6,3823,-1.87919,52.44585
6,3824,-1.87918,52.44586
6,3825,-1.87917,52.44587
6,3826,-1.87916,52.44588
6,3827,-1.87915,52.44589
6,3828,-1.87914,52.4459
6,3829,-1.87913,52.44591
6,3830,-1.87912,52.44592
6,3831,-1.87911,52.44593
6,3832,-1.8791,52.44594
6,3833,-1.87909,52.44595
6,3834,-1.87908,52.44596
6,3835,-1.87907,52.44597
6,3836,-1.87906,52.44598
6,3837,-1.87905,52.44599
6,3838,-1.87904,52.446
6,3839,-1.87903,52.44601
6,3840,-1.87902,52.44602
6,3841,-1.87901,52.44603
6,3842,-1.879,52.44604
6,3843,-1.87899,52.44605
6,3844,-1.87898,52.44606
6,3845,-1.87897,52.44607
6,3846,-1.87896,52.44608
6,3847,-1.87895,52.44609
6,3848,-1.87894,52.4461
6,3849,-1.87893,52.44611
6,3850,-1.87892,52.44612
6,3851,-1.87891,52.44613
6,3852,-1.8789,52.44614
6,3853,-1.87889,52.44615
6,3854,-1.87888,52.44616
6,3855,-1.87887,52.44617
6,3856,-1.87886,52.44618
6,3857,-1.87885,52.44619
6,3858,-1.87884,52.4462
6,3859,-1.87883,52.44621
6,3860,-1.87882,52.44622
6,3861,-1.87881,52.44623
6,3862,-1.8788,52.44624
6,3863,-1.87879,52.44625
6,3864,-1.87878,52.44626
6,3865,-1.87877,52.44627
6,3866,-1.87876,52.44628
6,3867,-1.87875,52.44629
6,3868,-1.87874,52.4463
6,3869,-1.87873,52.44631
6,3870,-1.87872,52.44632
6,3871,-1.87871,52.44633
6,3872,-1.8787,52.44634
6,3873,-1.87869,52.44635
6,3874,-1.87868,52.44636
6,3875,-1.87867,52.44637
6,3876,-1.87866,52.44638
6,3877,-1.87865,52.44639
6,3878,-1.87864,52.4464
6,3879,-1.87863,52.44641
6,3880,-1.87862,52.44642
6,3881,-1.87861,52.44643
6,3882,-1.8786,52.44644
6,3883,-1.87859,52.44645
6,3884,-1.87858,52.44646
6,3885,-1.87857,52.44647
6,3886,-1.87856,52.44648
6,3887,-1.87855,52.44649
6,3888,-1.87854,52.4465
6,3889,-1.87853,52.44651
6,3890,-1.87852,52.44652
6,3891,-1.87851,52.44653
6,3892,-1.8785,52.44654
6,3893,-1.87849,52.44655
6,3894,-1.87848,52.44656
6,3895,-1.87847,52.44657
6,3896,-1.87846,52.44658
6,3897,-1.87845,52.44659
6,3898,-1.87844,52.4466
6,3899,-1.87843,52.44661
6,3900,-1.87842,52.44662
6,3901,-1.87841,52.44663
6,3902,-1.8784,52.44664
6,3903,-1.87839,52.44665
6,3904,-1.87838,52.44666
6,3905,-1.87837,52.44667
6,3906,-1.87836,52.44668
6,3907,-1.87835,52.44669
6,3908,-1.87834,52.4467
6,3909,-1.87833,52.44671
6,3910,-1.87832,52.44672
6,3911,-1.87831,52.44673
6,3912,-1.8783,52.44674
6,3913,-1.87829,52.44675
6,3914,-1.87828,52.44676
6,3915,-1.87827,52.44677
6,3916,-1.87826,52.44678
6,3917,-1.87825,52.44679
6,3918,-1.87824,52.4468
6,3919,-1.87823,52.44681
6,3920,-1.87822,52.44682
6,3921,-1.87821,52.44683
6,3922,-1.8782,52.44684
6,3923,-1.87819,52.44685
6,3924,-1.87818,52.44686
6,3925,-1.87817,52.44687
6,3926,-1.87816,52.44688
6,3927,-1.87815,52.44689
6,3928,-1.87814,52.4469
6,3929,-1.87813,52.44691
6,3930,-1.87812,52.44692
6,3931,-1.87811,52.44693
6,3932,-1.8781,52.44694
6,3933,-1.87809,52.44695
6,3934,-1.87808,52.44696
6,3935,-1.87807,52.44697
6,3936,-1.87806,52.44698
6,3937,-1.87805,52.44699
6,3938,-1.87804,52.447
6,3939,-1.87803,52.44701
6,3940,-1.87802,52.44702
6,3941,-1.87801,52.44703
6,3942,-1.878,52.44704
6,3943,-1.87799,52.44705
6,3944,-1.87798,52.44706
6,3945,-1.87797,52.44707
6,3946,-1.87796,52.44708
6,3947,-1.87795,52.44709
6,3948,-1.87794,52.4471
6,3949,-1.87793,52.44711
6,3950,-1.87792,52.44712
6,3951,-1.87791,52.44713
6,3952,-1.8779,52.44714
6,3953,-1.87789,52.44715
6,3954,-1.87788,52.44716
6,3955,-1.87787,52.44717
6,3956,-1.87786,52.44718
6,3957,-1.87785,52.44719
6,3958,-1.87784,52.4472
6,3959,-1.87783,52.44721
6,3960,-1.87782,52.44722
6,3961,-1.87781,52.44723
6,3962,-1.8778,52.44724
6,3963,-1.87779,52.44725
6,3964,-1.87778,52.44726
6,3965,-1.87777,52.44727
6,3966,-1.87776,52.44728
6,3967,-1.87775,52.44729
6,3968,-1.87774,52.4473
6,3969,-1.87773,52.44731
6,3970,-1.87772,52.44732
6,3971,-1.87771,52.44733
6,3972,-1.8777,52.44734
6,3973,-1.87769,52.44735
6,3974,-1.87768,52.44736
6,3975,-1.87767,52.44737
6,3976,-1.87766,52.44738
6,3977,-1.87765,52.44739
6,3978,-1.87764,52.4474
6,3979,-1.87763,52.44741
6,3980,-1.87762,52.44742
6,3981,-1.87761,52.44743
6,3982,-1.8776,52.44744
6,3983,-1.87759,52.44745
6,3984,-1.87758,52.44746
6,3985,-1.87757,52.44747
6,3986,-1.87756,52.44748
6,3987,-1.87755,52.44749
6,3988,-1.87754,52.4475
6,3989,-1.87753,52.44751
6,3990,-1.87752,52.44752
6,3991,-1.87751,52.44753
6,3992,-1.8775,52.44754
6,3993,-1.87749,52.44755
6,3994,-1.87748,52.44756
6,3995,-1.87747,52.44757
6,3996,-1.87746,52.44758
6,3997,-1.87745,52.44759
6,3998,-1.87744,52.4476
6,3999,-1.87743,52.44761
6,4000,-1.87742,52.44762
6,4001,-1.87741,52.44763
6,4002,-1.8774,52.44764
6,4003,-1.87739,52.44765
6,4004,-1.87738,52.44766
6,4005,-1.87737,52.44767
6,4006,-1.87736,52.44768
6,4007,-1.87735,52.44769
6,4008,-1.87734,52.4477
6,4009,-1.87733,52.44771
6,4010,-1.87732,52.44772
6,4011,-1.87731,52.44773
6,4012,-1.8773,52.44774
6,4013,-1.87729,52.44775
6,4014,-1.87728,52.44776
6,4015,-1.87727,52.44777
6,4016,-1.87726,52.44778
6,4017,-1.87725,52.44779
6,4018,-1.87724,52.4478
6,4019,-1.87723,52.44781
6,4020,-1.87722,52.44782
6,4021,-1.87721,52.44783
6,4022,-1.8772,52.44784
6,4023,-1.87719,52.44785
6,4024,-1.87718,52.44786
6,4025,-1.87717,52.44787
6,4026,-1.87716,52.44788
6,4027,-1.87715,52.44789
6,4028,-1.87714,52.4479
6,4029,-1.87713,52.44791
6,4030,-1.87712,52.44792
6,4031,-1.87711,52.44793
6,4032,-1.8771,52.44794
6,4033,-1.87709,52.44795
6,4034,-1.87708,52.44796
6,4035,-1.87707,52.44797
6,4036,-1.87706,52.44798
6,4037,-1.87705,52.44799
6,4038,-1.87704,52.448
6,4039,-1.87703,52.44801
6,4040,-1.87702,52.44802
6,4041,-1.87701,52.44803
6,4042,-1.877,52.44804
6,4043,-1.87699,52.44805
6,4044,-1.87698,52.44806
6,4045,-1.87697,52.44807
6,4046,-1.87696,52.44808
6,4047,-1.87695,52.44809
6,4048,-1.87694,52.4481
6,4049,-1.87693,52.44811
6,4050,-1.87692,52.44812
6,4051,-1.87691,52.44813
6,4052,-1.8769,52.44814
6,4053,-1.87689,52.44815
6,4054,-1.87688,52.44816
6,4055,-1.87687,52.44817
6,4056,-1.87686,52.44818
6,4057,-1.87685,52.44819
6,4058,-1.87684,52.4482
6,4059,-1.87683,52.44821
6,4060,-1.87682,52.44822
6,4061,-1.87681,52.44823
6,4062,-1.8768,52.44824
6,4063,-1.87679,52.44825
6,4064,-1.87678,52.44826
6,4065,-1.87677,52.44827
6,4066,-1.87676,52.44828
6,4067,-1.87675,52.44829
6,4068,-1.87674,52.4483
6,4069,-1.87673,52.44831
6,4070,-1.87672,52.44832
6,4071,-1.87671,52.44833
6,4072,-1.8767,52.44834
6,4073,-1.87669,52.44835
6,4074,-1.87668,52.44836
6,4075,-1.87667,52.44837
6,4076,-1.87666,52.44838
6,4077,-1.87665,52.44839
6,4078,-1.87664,52.4484
6,4079,-1.87663,52.44841
6,4080,-1.87662,52.44842
6,4081,-1.87661,52.44843
6,4082,-1.8766,52.44844
6,4083,-1.87659,52.44845
6,4084,-1.87658,52.44846
6,4085,-1.87657,52.44847
6,4086,-1.87656,52.44848
6,4087,-1.87655,52.44849
6,4088,-1.87654,52.4485
6,4089,-1.87653,52.44851
6,4090,-1.87652,52.44852
6,4091,-1.87651,52.44853
6,4092,-1.8765,52.44854
6,4093,-1.87649,52.44855
6,4094,-1.87648,52.44856
6,4095,-1.87647,52.44857
6,4096,-1.87646,52.44858
6,4097,-1.87645,52.44859
6,4098,-1.87644,52.4486
6,4099,-1.87643,52.44861
6,4100,-1.87642,52.44862
6,4101,-1.87641,52.44863
6,4102,-1.8764,52.44864
6,4103,-1.87639,52.44865
6,4104,-1.87638,52.44866
6,4105,-1.87637,52.44867
6,4106,-1.87636,52.44868
6,4107,-1.87635,52.44869
6,4108,-1.87634,52.4487
6,4109,-1.87633,52.44871
6,4110,-1.87632,52.44872
6,4111,-1.87631,52.44873
6,4112,-1.8763,52.44874
6,4113,-1.87629,52.44875
6,4114,-1.87628,52.44876
6,4115,-1.87627,52.44877
6,4116,-1.87626,52.44878
6,4117,-1.87625,52.44879
6,4118,-1.87624,52.4488
6,4119,-1.87623,52.44881
6,4120,-1.87622,52.44882
6,4121,-1.87621,52.44883
6,4122,-1.8762,52.44884
6,4123,-1.87619,52.44885
6,4124,-1.87618,52.44886
6,4125,-1.87617,52.44887
6,4126,-1.87616,52.44888
6,4127,-1.87615,52.44889
6,4128,-1.87614,52.4489
6,4129,-1.87613,52.44891
6,4130,-1.87612,52.44892
6,4131,-1.87611,52.44893
6,4132,-1.8761,52.44894
6,4133,-1.87609,52.44895
6,4134,-1.87608,52.44896
6,4135,-1.87607,52.44897
6,4136,-1.87606,52.44898
6,4137,-1.87605,52.44899
6,4138,-1.87604,52.449
6,4139,-1.87603,52.44901
6,4140,-1.87602,52.44902
6,4141,-1.87601,52.44903
6,4142,-1.876,52.44904
6,4143,-1.87599,52.44905
6,4144,-1.87598,52.44906
6,4145,-1.87597,52.44907
6,4146,-1.87596,52.44908
6,4147,-1.87595,52.44909
6,4148,-1.87594,52.4491
6,4149,-1.87593,52.44911
6,4150,-1.87592,52.44912
6,4151,-1.87591,52.44913
6,4152,-1.8759,52.44914
6,4153,-1.87589,52.44915
6,4154,-1.87588,52.44916
6,4155,-1.87587,52.44917
6,4156,-1.87586,52.44918
6,4157,-1.87585,52.44919
6,4158,-1.87584,52.4492
6,4159,-1.87583,52.44921
6,4160,-1.87582,52.44922
6,4161,-1.87581,52.44923
6,4162,-1.8758,52.44924
6,4163,-1.87579,52.44925
6,4164,-1.87578,52.44926
6,4165,-1.87577,52.44927
6,4166,-1.87576,52.44928
6,4167,-1.87575,52.44929
6,4168,-1.87574,52.4493
6,4169,-1.87573,52.44931
6,4170,-1.87572,52.44932
6,4171,-1.87571,52.44933
6,4172,-1.8757,52.44934
6,4173,-1.87569,52.44935
6,4174,-1.87568,52.44936
6,4175,-1.87567,52.44937
6,4176,-1.87566,52.44938
6,4177,-1.87565,52.44939
6,4178,-1.87564,52.4494
6,4179,-1.87563,52.44941
6,4180,-1.87562,52.44942
6,4181,-1.87561,52.44943
6,4182,-1.8756,52.44944
6,4183,-1.87559,52.44945
6,4184,-1.87558,52.44946
6,4185,-1.87557,52.44947
6,4186,-1.87556,52.44948
6,4187,-1.87555,52.44949
6,4188,-1.87554,52.4495
6,4189,-1.87553,52.44951
6,4190,-1.87552,52.44952
6,4191,-1.87551,52.44953
6,4192,-1.8755,52.44954
6,4193,-1.87549,52.44955
6,4194,-1.87548,52.44956
6,4195,-1.87547,52.44957
6,4196,-1.87546,52.44958
6,4197,-1.87545,52.44959
6,4198,-1.87544,52.4496
6,4199,-1.87543,52.44961
6,4200,-1.87542,52.44962
6,4201,-1.87541,52.44963
6,4202,-1.8754,52.44964
6,4203,-1.87539,52.44965
6,4204,-1.87538,52.44966
6,4205,-1.87537,52.44967
6,4206,-1.87536,52.44968
6,4207,-1.87535,52.44969
6,4208,-1.87534,52.4497
6,4209,-1.87533,52.44971
6,4210,-1.87532,52.44972
6,4211,-1.87531,52.44973
6,4212,-1.8753,52.44974
6,4213,-1.87529,52.44975
6,4214,-1.87528,52.44976
6,4215,-1.87527,52.44977
6,4216,-1.87526,52.44978
6,4217,-1.87525,52.44979
6,4218,-1.87524,52.4498
6,4219,-1.87523,52.44981
6,4220,-1.87522,52.44982
6,4221,-1.87521,52.44983
6,4222,-1.8752,52.44984
6,4223,-1.87519,52.44985
6,4224,-1.87518,52.44986
6,4225,-1.87517,52.44987
6,4226,-1.87516,52.44988
6,4227,-1.87515,52.44989
6,4228,-1.87514,52.4499
6,4229,-1.87513,52.44991
6,4230,-1.87512,52.44992
6,4231,-1.87511,52.44993
6,4232,-1.8751,52.44994
6,4233,-1.87509,52.44995
6,4234,-1.87508,52.44996
6,4235,-1.87507,52.44997
6,4236,-1.87506,52.44998
6,4237,-1.87505,52.44999
6,4238,-1.87504,52.45
6,4239,-1.87503,52.45001
6,4240,-1.87502,52.45002
6,4241,-1.87501,52.45003
6,4242,-1.875,52.45004
6,4243,-1.87499,52.45005
6,4244,-1.87498,52.45006
6,4245,-1.87497,52.45007
6,4246,-1.87496,52.45008
6,4247,-1.87495,52.45009
6,4248,-1.87494,52.4501
6,4249,-1.87493,52.45011
6,4250,-1.87492,52.45012
6,4251,-1.87491,52.45013
6,4252,-1.8749,52.45014
6,4253,-1.87489,52.45015
6,4254,-1.87488,52.45016
6,4255,-1.87487,52.45017
6,4256,-1.87486,52.45018
6,4257,-1.87485,52.45019
6,4258,-1.87484,52.4502
6,4259,-1.87483,52.45021
6,4260,-1.87482,52.45022
6,4261,-1.87481,52.45023
6,4262,-1.8748,52.45024
6,4263,-1.87479,52.45025
6,4264,-1.87478,52.45026
6,4265,-1.87477,52.45027
6,4266,-1.87476,52.45028
6,4267,-1.87475,52.45029
6,4268,-1.87474,52.4503
6,4269,-1.87473,52.45031
6,4270,-1.87472,52.45032
6,4271,-1.87471,52.45033
6,4272,-1.8747,52.45034
6,4273,-1.87469,52.45035
6,4274,-1.87468,52.45036
6,4275,-1.87467,52.45037
6,4276,-1.87466,52.45038
6,4277,-1.87465,52.45039
6,4278,-1.87464,52.4504
6,4279,-1.87463,52.45041
6,4280,-1.87462,52.45042
6,4281,-1.87461,52.45043
6,4282,-1.8746,52.45044
6,4283,-1.87459,52.45045
6,4284,-1.87458,52.45046
6,4285,-1.87457,52.45047
6,4286,-1.87456,52.45048
6,4287,-1.87455,52.45049
6,4288,-1.87454,52.4505
6,4289,-1.87453,52.45051
6,4290,-1.87452,52.45052
6,4291,-1.87451,52.45053
6,4292,-1.8745,52.45054
6,4293,-1.87449,52.45055
6,4294,-1.87448,52.45056
6,4295,-1.87447,52.45057
6,4296,-1.87446,52.45058
6,4297,-1.87445,52.45059
6,4298,-1.87444,52.4506
6,4299,-1.87443,52.45061
6,4300,-1.87442,52.45062
6,4301,-1.87441,52.45063
6,4302,-1.8744,52.45064
6,4303,-1.87439,52.45065
6,4304,-1.87438,52.45066
6,4305,-1.87437,52.45067
6,4306,-1.87436,52.45068
6,4307,-1.87435,52.45069
6,4308,-1.87434,52.4507
6,4309,-1.87433,52.45071
6,4310,-1.87432,52.45072
6,4311,-1.87431,52.45073
6,4312,-1.8743,52.45074
6,4313,-1.87429,52.45075
6,4314,-1.87428,52.45076
6,4315,-1.87427,52.45077
6,4316,-1.87426,52.45078
6,4317,-1.87425,52.45079
6,4318,-1.87424,52.4508
6,4319,-1.87423,52.45081
6,4320,-1.87422,52.45082
6,4321,-1.87421,52.45083
6,4322,-1.8742,52.45084
6,4323,-1.87419,52.45085
6,4324,-1.87418,52.45086
6,4325,-1.87417,52.45087
6,4326,-1.87416,52.45088
6,4327,-1.87415,52.45089
6,4328,-1.87414,52.4509
6,4329,-1.87413,52.45091
6,4330,-1.87412,52.45092
6,4331,-1.87411,52.45093
6,4332,-1.8741,52.45094
6,4333,-1.87409,52.45095
6,4334,-1.87408,52.45096
6,4335,-1.87407,52.45097
6,4336,-1.87406,52.45098
6,4337,-1.87405,52.45099
6,4338,-1.87404,52.451
6,4339,-1.87403,52.45101
6,4340,-1.87402,52.45102
6,4341,-1.87401,52.45103
6,4342,-1.874,52.45104
6,4343,-1.87399,52.45105
6,4344,-1.87398,52.45106
6,4345,-1.87397,52.45107
6,4346,-1.87396,52.45108
6,4347,-1.87395,52.45109
6,4348,-1.87394,52.4511
7,4349,-1.92236,52.44089
7,4350,-1.92237,52.44088
7,4351,-1.92238,52.44087
7,4352,-1.92239,52.44086
7,4353,-1.9224,52.44085
7,4354,-1.92241,52.44084
7,4355,-1.92242,52.44083
7,4356,-1.92243,52.44082
7,4357,-1.92244,52.44081
7,4358,-1.92245,52.4408
7,4359,-1.92246,52.44079
7,4360,-1.92247,52.44078
7,4361,-1.92248,52.44077
7,4362,-1.92249,52.44076
7,4363,-1.9225,52.44075
7,4364,-1.92251,52.44074
7,4365,-1.92252,52.44073
7,4366,-1.92253,52.44072
7,4367,-1.92254,52.44071
7,4368,-1.92255,52.4407
7,4369,-1.92256,52.44069
7,4370,-1.92257,52.44068
7,4371,-1.92258,52.44067
7,4372,-1.92259,52.44066
7,4373,-1.9226,52.44065
7,4374,-1.92261,52.44064
7,4375,-1.92262,52.44063
7,4376,-1.92263,52.44062
7,4377,-1.92264,52.44061
7,4378,-1.92265,52.4406
7,4379,-1.92266,52.44059
7,4380,-1.92267,52.44058
7,4381,-1.92268,52.44057
7,4382,-1.92269,52.44056
7,4383,-1.9227,52.44055
7,4384,-1.92271,52.44054
7,4385,-1.92272,52.44053
7,4386,-1.92273,52.44052
7,4387,-1.92274,52.44051
7,4388,-1.92275,52.4405
7,4389,-1.92276,52.44049
7,4390,-1.92277,52.44048
7,4391,-1.92278,52.44047
7,4392,-1.92279,52.44046
7,4393,-1.9228,52.44045
7,4394,-1.92281,52.44044
7,4395,-1.92282,52.44043
7,4396,-1.92283,52.44042
7,4397,-1.92284,52.44041
7,4398,-1.92285,52.4404
7,4399,-1.92286,52.44039
7,4400,-1.92287,52.44038
7,4401,-1.92288,52.44037
7,4402,-1.92289,52.44036
7,4403,-1.9229,52.44035
7,4404,-1.92291,52.44034
7,4405,-1.92292,52.44033
7,4406,-1.92293,52.44032
7,4407,-1.92294,52.44031
7,4408,-1.92295,52.4403
7,4409,-1.92296,52.44029
7,4410,-1.92297,52.44028
7,4411,-1.92298,52.44027
7,4412,-1.92299,52.44026
7,4413,-1.923,52.44025
7,4414,-1.92301,52.44024
7,4415,-1.92302,52.44023
7,4416,-1.92303,52.44022
7,4417,-1.92304,52.44021
7,4418,-1.92305,52.4402
7,4419,-1.92306,52.44019
7,4420,-1.92307,52.44018
7,4421,-1.92308,52.44017
7,4422,-1.92309,52.44016
7,4423,-1.9231,52.44015
7,4424,-1.92311,52.44014
7,4425,-1.92312,52.44013
7,4426,-1.92313,52.44012
7,4427,-1.92314,52.44011
7,4428,-1.92315,52.4401
7,4429,-1.92316,52.44009
7,4430,-1.92317,52.44008
7,4431,-1.92318,52.44007
7,4432,-1.92319,52.44006
7,4433,-1.9232,52.44005
7,4434,-1.92321,52.44004
7,4435,-1.92322,52.44003
7,4436,-1.92323,52.44002
7,4437,-1.92324,52.44001
7,4438,-1.92325,52.44
7,4439,-1.92326,52.43999
7,4440,-1.92327,52.43998
7,4441,-1.92328,52.43997
7,4442,-1.92329,52.43996
7,4443,-1.9233,52.43995
7,4444,-1.92331,52.43994
7,4445,-1.92332,52.43993
7,4446,-1.92333,52.43992
7,4447,-1.92334,52.43991
7,4448,-1.92335,52.4399
7,4449,-1.92336,52.43989
7,4450,-1.92337,52.43988
7,4451,-1.92338,52.43987
7,4452,-1.92339,52.43986
7,4453,-1.9234,52.43985
7,4454,-1.92341,52.43984
7,4455,-1.92342,52.43983
7,4456,-1.92343,52.43982
7,4457,-1.92344,52.43981
7,4458,-1.92345,52.4398
7,4459,-1.92346,52.43979
7,4460,-1.92347,52.43978
7,4461,-1.92348,52.43977
7,4462,-1.92349,52.43976
7,4463,-1.9235,52.43975
7,4464,-1.92351,52.43974
7,4465,-1.92352,52.43973
7,4466,-1.92353,52.43972
7,4467,-1.92354,52.43971
7,4468,-1.92355,52.4397
7,4469,-1.92356,52.43969
7,4470,-1.92357,52.43968
7,4471,-1.92358,52.43967
7,4472,-1.92359,52.43966
7,4473,-1.9236,52.43965
7,4474,-1.92361,52.43964
7,4475,-1.92362,52.43963
7,4476,-1.92363,52.43962
7,4477,-1.92364,52.43961
7,4478,-1.92365,52.4396
7,4479,-1.92366,52.43959
7,4480,-1.92367,52.43958
7,4481,-1.92368,52.43957
7,4482,-1.92369,52.43956
7,4483,-1.9237,52.43955
7,4484,-1.92371,52.43954
7,4485,-1.92372,52.43953
7,4486,-1.92373,52.43952
7,4487,-1.92374,52.43951
7,4488,-1.92375,52.4395
7,4489,-1.92376,52.43949
7,4490,-1.92377,52.43948
7,4491,-1.92378,52.43947
7,4492,-1.92379,52.43946
7,4493,-1.9238,52.43945
7,4494,-1.92381,52.43944
7,4495,-1.92382,52.43943
7,4496,-1.92383,52.43942
7,4497,-1.92384,52.43941
7,4498,-1.92385,52.4394
7,4499,-1.92386,52.43939
7,4500,-1.92387,52.43938
7,4501,-1.92388,52.43937
7,4502,-1.92389,52.43936
7,4503,-1.9239,52.43935
7,4504,-1.92391,52.43934
7,4505,-1.92392,52.43933
7,4506,-1.92393,52.43932
7,4507,-1.92394,52.43931
7,4508,-1.92395,52.4393
7,4509,-1.92396,52.43929
7,4510,-1.92397,52.43928
7,4511,-1.92398,52.43927
7,4512,-1.92399,52.43926
7,4513,-1.924,52.43925
7,4514,-1.92401,52.43924
7,4515,-1.92402,52.43923
7,4516,-1.92403,52.43922
7,4517,-1.92404,52.43921
7,4518,-1.92405,52.4392
7,4519,-1.92406,52.43919
7,4520,-1.92407,52.43918
7,4521,-1.92408,52.43917
7,4522,-1.92409,52.43916
7,4523,-1.9241,52.43915
7,4524,-1.92411,52.43914
7,4525,-1.92412,52.43913
7,4526,-1.92413,52.43912
7,4527,-1.92414,52.43911
7,4528,-1.92415,52.4391
7,4529,-1.92416,52.43909
7,4530,-1.92417,52.43908
7,4531,-1.92418,52.43907
7,4532,-1.92419,52.43906
7,4533,-1.9242,52.43905
7,4534,-1.92421,52.43904
7,4535,-1.92422,52.43903
7,4536,-1.92423,52.43902
7,4537,-1.92424,52.43901
7,4538,-1.92425,52.439
7,4539,-1.92426,52.43899
7,4540,-1.92427,52.43898
7,4541,-1.92428,52.43897
7,4542,-1.92429,52.43896
7,4543,-1.9243,52.43895
7,4544,-1.92431,52.43894
7,4545,-1.92432,52.43893
7,4546,-1.92433,52.43892
7,4547,-1.92434,52.43891
7,4548,-1.92435,52.4389
7,4549,-1.92436,52.43889
7,4550,-1.92437,52.43888
7,4551,-1.92438,52.43887
7,4552,-1.92439,52.43886
7,4553,-1.9244,52.43885
7,4554,-1.92441,52.43884
7,4555,-1.92442,52.43883
7,4556,-1.92443,52.43882
7,4557,-1.92444,52.43881
7,4558,-1.92445,52.4388
7,4559,-1.92446,52.43879
7,4560,-1.92447,52.43878
7,4561,-1.92448,52.43877
7,4562,-1.92449,52.43876
7,4563,-1.9245,52.43875
7,4564,-1.92451,52.43874
7,4565,-1.92452,52.43873
7,4566,-1.92453,52.43872
7,4567,-1.92454,52.43871
7,4568,-1.92455,52.4387
7,4569,-1.92456,52.43869
7,4570,-1.92457,52.43868
7,4571,-1.92458,52.43867
7,4572,-1.92459,52.43866
7,4573,-1.9246,52.43865
7,4574,-1.92461,52.43864
7,4575,-1.92462,52.43863
7,4576,-1.92463,52.43862
7,4577,-1.92464,52.43861
7,4578,-1.92465,52.4386
7,4579,-1.92466,52.43859
7,4580,-1.92467,52.43858
7,4581,-1.92468,52.43857
7,4582,-1.92469,52.43856
7,4583,-1.9247,52.43855
7,4584,-1.92471,52.43854
7,4585,-1.92472,52.43853
7,4586,-1.92473,52.43852
7,4587,-1.92474,52.43851
7,4588,-1.92475,52.4385
7,4589,-1.92476,52.43849
7,4590,-1.92477,52.43848
